,DATE,STATION,NAME,pm10,o3,no2,rain,temp
936,2016/7/24,TH000048400,"NAKHON SAWAN, TH",24,42,8,13.5,27.7
937,2016/7/25,TH000048400,"NAKHON SAWAN, TH",20,38,7,7.234567901,29.2
938,2016/7/26,TH000048400,"NAKHON SAWAN, TH",20,35,12,0.8,29.4
939,2016/7/27,TH000048400,"NAKHON SAWAN, TH",18,36,8,1.5,28.4
940,2016/7/28,TH000048400,"NAKHON SAWAN, TH",23,35,8,0,28.5
941,2016/7/29,TH000048400,"NAKHON SAWAN, TH",20,21,5,10.7,28.1
942,2016/7/30,TH000048400,"NAKHON SAWAN, TH",14,21,5,10.7,26.7
943,2016/7/31,TH000048400,"NAKHON SAWAN, TH",17,26,5,7.234567901,29.7
944,2016/8/1,TH000048400,"NAKHON SAWAN, TH",16,20,5,2.8,29.9
945,2016/8/2,TH000048400,"NAKHON SAWAN, TH",21,25,6,14,28.1
946,2016/8/3,TH000048400,"NAKHON SAWAN, TH",22,25,5,0,28.9
947,2016/8/4,TH000048400,"NAKHON SAWAN, TH",16,27,6,1.3,28.1
948,2016/8/5,TH000048400,"NAKHON SAWAN, TH",28,34,6,0,28.2
949,2016/8/6,TH000048400,"NAKHON SAWAN, TH",25,14,5,22.6,27.3
950,2016/8/7,TH000048400,"NAKHON SAWAN, TH",23,25.80661157,8.012112403,0,28.9
951,2016/8/8,TH000048400,"NAKHON SAWAN, TH",46.40890183,26,7,5.6,28.4
952,2016/8/9,TH000048400,"NAKHON SAWAN, TH",35,27,6,20.3,28.7
953,2016/8/10,TH000048400,"NAKHON SAWAN, TH",33,28,8,7.234567901,29.9
954,2016/8/11,TH000048400,"NAKHON SAWAN, TH",33,24,6,31.5,28.3
955,2016/8/12,TH000048400,"NAKHON SAWAN, TH",20,24,4,0,29
956,2016/8/13,TH000048400,"NAKHON SAWAN, TH",19,23,4,0,29.1
957,2016/8/14,TH000048400,"NAKHON SAWAN, TH",14,20,5,1.5,28.3
958,2016/8/15,TH000048400,"NAKHON SAWAN, TH",20,25,6,7.6,27.3
959,2016/8/16,TH000048400,"NAKHON SAWAN, TH",26,26,7,1.3,29.1
960,2016/8/17,TH000048400,"NAKHON SAWAN, TH",33,28,6,37.6,28.6
961,2016/8/18,TH000048400,"NAKHON SAWAN, TH",29,22,9,7.234567901,29.4
962,2016/8/19,TH000048400,"NAKHON SAWAN, TH",45,29,6,7.234567901,29.3
963,2016/8/20,TH000048400,"NAKHON SAWAN, TH",78,33,6,7.234567901,29.9
964,2016/8/21,TH000048400,"NAKHON SAWAN, TH",30,31,8,7.234567901,30.2
965,2016/8/22,TH000048400,"NAKHON SAWAN, TH",33,26,8,7.234567901,30
966,2016/8/23,TH000048400,"NAKHON SAWAN, TH",28,42,10,25.1,27.9
967,2016/8/24,TH000048400,"NAKHON SAWAN, TH",40,26,5,2,29
968,2016/8/25,TH000048400,"NAKHON SAWAN, TH",13,17,7,21.1,27.5
969,2016/8/26,TH000048400,"NAKHON SAWAN, TH",18,25.80661157,8.012112403,5.8,29.5
970,2016/8/27,TH000048400,"NAKHON SAWAN, TH",46.40890183,19,2,86.6,28
971,2016/8/28,TH000048400,"NAKHON SAWAN, TH",17,16,2,35.8,27.9
972,2016/8/29,TH000048400,"NAKHON SAWAN, TH",16,14,3,52.8,26.9
973,2016/8/30,TH000048400,"NAKHON SAWAN, TH",19,12,3,4.1,28.1
974,2016/8/31,TH000048400,"NAKHON SAWAN, TH",16,10,3,3.3,28.1
975,2016/9/1,TH000048400,"NAKHON SAWAN, TH",21,10,3,0.5,29.3
976,2016/9/2,TH000048400,"NAKHON SAWAN, TH",20,25.80661157,8.012112403,7.234567901,29.7
977,2016/9/3,TH000048400,"NAKHON SAWAN, TH",46.40890183,19,2,0.8,29.5
978,2016/9/4,TH000048400,"NAKHON SAWAN, TH",21,13,4,0,29.8
979,2016/9/5,TH000048400,"NAKHON SAWAN, TH",20,16,5,3.3,29.4
980,2016/9/6,TH000048400,"NAKHON SAWAN, TH",25,15,4,21.1,28.3
981,2016/9/7,TH000048400,"NAKHON SAWAN, TH",25,14,5,7.1,28.7
982,2016/9/8,TH000048400,"NAKHON SAWAN, TH",26,13,4,31,28.3
983,2016/9/9,TH000048400,"NAKHON SAWAN, TH",35,15,4,0.5,28.8
984,2016/9/10,TH000048400,"NAKHON SAWAN, TH",27,15,4,19.3,29.3
985,2016/9/11,TH000048400,"NAKHON SAWAN, TH",30,11,5,7.234567901,27.9
986,2016/9/12,TH000048400,"NAKHON SAWAN, TH",23,13,3,49.8,25.9
987,2016/9/13,TH000048400,"NAKHON SAWAN, TH",20,11,3,28.2,27.8
988,2016/9/14,TH000048400,"NAKHON SAWAN, TH",12,13,4,3.8,27.4
989,2016/9/15,TH000048400,"NAKHON SAWAN, TH",27,15,4,0.8,28.5
990,2016/9/16,TH000048400,"NAKHON SAWAN, TH",28,18,5,0.3,29.1
991,2016/9/17,TH000048400,"NAKHON SAWAN, TH",23,16,2,21.3,29.3
992,2016/9/18,TH000048400,"NAKHON SAWAN, TH",13,12,6,13,27.7
993,2016/9/19,TH000048400,"NAKHON SAWAN, TH",99,17,4,14.5,26.8
994,2016/9/20,TH000048400,"NAKHON SAWAN, TH",22,16,6,25.7,25.6
995,2016/9/21,TH000048400,"NAKHON SAWAN, TH",58,19,4,40.6,26.5
996,2016/9/22,TH000048400,"NAKHON SAWAN, TH",32,19,3,36.3,27.9
997,2016/9/23,TH000048400,"NAKHON SAWAN, TH",24,12,3,1.8,27.9
998,2016/9/24,TH000048400,"NAKHON SAWAN, TH",13,15,5,37.8,26.8
999,2016/9/25,TH000048400,"NAKHON SAWAN, TH",22,12,4,15.5,28.2
1000,2016/9/26,TH000048400,"NAKHON SAWAN, TH",22,12,4,36.6,27.4
1001,2016/9/27,TH000048400,"NAKHON SAWAN, TH",17,16,5,9.4,27.9
1002,2016/9/28,TH000048400,"NAKHON SAWAN, TH",23,15,6,0.5,28.9
1003,2016/9/29,TH000048400,"NAKHON SAWAN, TH",36,17,6,0,28.2
1004,2016/9/30,TH000048400,"NAKHON SAWAN, TH",35,17,5,7.234567901,27.4
1005,2016/10/1,TH000048400,"NAKHON SAWAN, TH",252,18,3,7.234567901,28.2
1006,2016/10/2,TH000048400,"NAKHON SAWAN, TH",28,16,4,24.6,28.3
1007,2016/10/3,TH000048400,"NAKHON SAWAN, TH",26,18,5,41.9,27.9
1008,2016/10/4,TH000048400,"NAKHON SAWAN, TH",31,16,4,48.5,27.9
1009,2016/10/5,TH000048400,"NAKHON SAWAN, TH",19,16,4,3.3,28.4
1010,2016/10/6,TH000048400,"NAKHON SAWAN, TH",25,13,5,6.6,27
1011,2016/10/7,TH000048400,"NAKHON SAWAN, TH",16,17,5,30.7,27.1
1012,2016/10/8,TH000048400,"NAKHON SAWAN, TH",26,16,4,0.5,28.5
1013,2016/10/9,TH000048400,"NAKHON SAWAN, TH",25,16,6,0,28.7
1014,2016/10/10,TH000048400,"NAKHON SAWAN, TH",33,17,5,7.234567901,29.3
1015,2016/10/11,TH000048400,"NAKHON SAWAN, TH",33,18,4,0,29.9
1016,2016/10/12,TH000048400,"NAKHON SAWAN, TH",63,18,4,0.5,29.1
1017,2016/10/13,TH000048400,"NAKHON SAWAN, TH",34,21,4,0,29.4
1018,2016/10/14,TH000048400,"NAKHON SAWAN, TH",39,17,3,3.8,29.3
1019,2016/10/15,TH000048400,"NAKHON SAWAN, TH",25,13,3,7.9,28.2
1020,2016/10/16,TH000048400,"NAKHON SAWAN, TH",18,15,4,8.4,27.8
1021,2016/10/17,TH000048400,"NAKHON SAWAN, TH",22,19,2,0.8,28.2
1022,2016/10/18,TH000048400,"NAKHON SAWAN, TH",29,20,7,0,28.8
1023,2016/10/19,TH000048400,"NAKHON SAWAN, TH",44,22,6,0.8,28.7
1024,2016/10/20,TH000048400,"NAKHON SAWAN, TH",46,17,5,7.234567901,29.3
1025,2016/10/21,TH000048400,"NAKHON SAWAN, TH",30,18,3,7.234567901,29.1
1026,2016/10/22,TH000048400,"NAKHON SAWAN, TH",25,19,2,6.6,28.5
1027,2016/10/23,TH000048400,"NAKHON SAWAN, TH",18,18,5,7.234567901,28.6
1028,2016/10/24,TH000048400,"NAKHON SAWAN, TH",29,19,2,0,28.4
1029,2016/10/25,TH000048400,"NAKHON SAWAN, TH",32,16,4,90.4,26.8
1030,2016/10/26,TH000048400,"NAKHON SAWAN, TH",63,7,4,38.4,27
1031,2016/10/27,TH000048400,"NAKHON SAWAN, TH",24,9,3,1.8,27.5
1032,2016/10/28,TH000048400,"NAKHON SAWAN, TH",22,25.80661157,8.012112403,0,28.2
1033,2016/10/29,TH000048400,"NAKHON SAWAN, TH",46.40890183,25.80661157,8.012112403,1,28.5
1034,2016/10/30,TH000048400,"NAKHON SAWAN, TH",46.40890183,25.80661157,8.012112403,7.234567901,28.7
1035,2016/10/31,TH000048400,"NAKHON SAWAN, TH",46.40890183,9,8,4.1,29.1
1036,2016/11/1,TH000048400,"NAKHON SAWAN, TH",33,14,5,7.234567901,28.7
1037,2016/11/2,TH000048400,"NAKHON SAWAN, TH",27,16,5,7.234567901,28.7
1038,2016/11/3,TH000048400,"NAKHON SAWAN, TH",32,15,8,7.234567901,28.1
1039,2016/11/4,TH000048400,"NAKHON SAWAN, TH",37,20,9,7.234567901,28.6
1040,2016/11/5,TH000048400,"NAKHON SAWAN, TH",46,17,10,7.234567901,27.8
1041,2016/11/6,TH000048400,"NAKHON SAWAN, TH",49,15,7,7.234567901,28.2
1042,2016/11/7,TH000048400,"NAKHON SAWAN, TH",47,9,6,0.5,28.9
1043,2016/11/8,TH000048400,"NAKHON SAWAN, TH",32,12,8,3.3,26.8
1044,2016/11/9,TH000048400,"NAKHON SAWAN, TH",34,7,5,1,27.2
1045,2016/11/10,TH000048400,"NAKHON SAWAN, TH",32,13,7,13.5,26.7
1046,2016/11/11,TH000048400,"NAKHON SAWAN, TH",32,14,6,4.8,27
1047,2016/11/12,TH000048400,"NAKHON SAWAN, TH",33,16,6,0,27.4
1048,2016/11/13,TH000048400,"NAKHON SAWAN, TH",35,17,8,7.234567901,29
1049,2016/11/14,TH000048400,"NAKHON SAWAN, TH",36,13,9,7.234567901,29.3
1050,2016/11/15,TH000048400,"NAKHON SAWAN, TH",45,14,6,7.234567901,29.1
1051,2016/11/16,TH000048400,"NAKHON SAWAN, TH",36,17,5,7.234567901,28.2
1052,2016/11/17,TH000048400,"NAKHON SAWAN, TH",42,16,7,7.234567901,27.8
1053,2016/11/18,TH000048400,"NAKHON SAWAN, TH",36,18,6,7.234567901,27.5
1054,2016/11/19,TH000048400,"NAKHON SAWAN, TH",41,16,6,7.234567901,28.1
1055,2016/11/20,TH000048400,"NAKHON SAWAN, TH",50,15,4,7.234567901,27.9
1056,2016/11/21,TH000048400,"NAKHON SAWAN, TH",38,17,4,7.234567901,27.6
1057,2016/11/22,TH000048400,"NAKHON SAWAN, TH",34,17,4,7.234567901,27.5
1058,2016/11/23,TH000048400,"NAKHON SAWAN, TH",39,9,3,7.234567901,28.5
1059,2016/11/24,TH000048400,"NAKHON SAWAN, TH",37,13,7,40.4,27.1
1060,2016/11/25,TH000048400,"NAKHON SAWAN, TH",32,15,7,27.9,27.9
1061,2016/11/26,TH000048400,"NAKHON SAWAN, TH",34,16,6,0,28.5
1062,2016/11/27,TH000048400,"NAKHON SAWAN, TH",32,15,7,7.234567901,26.4
1063,2016/11/28,TH000048400,"NAKHON SAWAN, TH",28,15,5,7.234567901,25.5
1064,2016/11/29,TH000048400,"NAKHON SAWAN, TH",33,20,7,7.234567901,25.5
1065,2016/11/30,TH000048400,"NAKHON SAWAN, TH",51,20,7,7.234567901,26
1066,2016/12/1,TH000048400,"NAKHON SAWAN, TH",49,22,7,7.234567901,25.9
1067,2016/12/2,TH000048400,"NAKHON SAWAN, TH",47,21,6,7.234567901,26.5
1068,2016/12/3,TH000048400,"NAKHON SAWAN, TH",45,20,5,7.234567901,27.1
1069,2016/12/4,TH000048400,"NAKHON SAWAN, TH",45,19,6,7.234567901,26.9
1070,2016/12/5,TH000048400,"NAKHON SAWAN, TH",50,15,6,7.234567901,27.1
1071,2016/12/6,TH000048400,"NAKHON SAWAN, TH",46,23,9,7.234567901,25.9
1072,2016/12/7,TH000048400,"NAKHON SAWAN, TH",69,22,6,7.234567901,25.7
1073,2016/12/8,TH000048400,"NAKHON SAWAN, TH",61,21,8,7.234567901,26.2
1074,2016/12/9,TH000048400,"NAKHON SAWAN, TH",65,25,11,7.234567901,25.5
1075,2016/12/10,TH000048400,"NAKHON SAWAN, TH",65,24,9,7.234567901,25.2
1076,2016/12/11,TH000048400,"NAKHON SAWAN, TH",68,22,7,7.234567901,24.1
1077,2016/12/12,TH000048400,"NAKHON SAWAN, TH",59,23,11,7.234567901,23.3
1078,2016/12/13,TH000048400,"NAKHON SAWAN, TH",65,20,11,7.234567901,24.7
1079,2016/12/14,TH000048400,"NAKHON SAWAN, TH",60,16,7,7.234567901,27.1
1080,2016/12/15,TH000048400,"NAKHON SAWAN, TH",102,13,9,0,26.1
1081,2016/12/16,TH000048400,"NAKHON SAWAN, TH",47,20,8,0.5,24.5
1082,2016/12/17,TH000048400,"NAKHON SAWAN, TH",36,23,8,0,24.3
1083,2016/12/18,TH000048400,"NAKHON SAWAN, TH",49,22,9,7.234567901,25.2
1084,2016/12/19,TH000048400,"NAKHON SAWAN, TH",52,24,12,7.234567901,25.8
1085,2016/12/20,TH000048400,"NAKHON SAWAN, TH",64,23,13,7.234567901,27.1
1086,2016/12/21,TH000048400,"NAKHON SAWAN, TH",77,17,11,7.234567901,27.4
1087,2016/12/22,TH000048400,"NAKHON SAWAN, TH",63,16,13,7.234567901,27.8
1088,2016/12/23,TH000048400,"NAKHON SAWAN, TH",57,23,11,7.234567901,27.4
1089,2016/12/24,TH000048400,"NAKHON SAWAN, TH",55,23,9,7.234567901,27.5
1090,2016/12/25,TH000048400,"NAKHON SAWAN, TH",59,24,12,7.234567901,27.4
1091,2016/12/26,TH000048400,"NAKHON SAWAN, TH",64,19,12,7.234567901,28
1092,2016/12/27,TH000048400,"NAKHON SAWAN, TH",60,20,9,7.234567901,26.5
1093,2016/12/28,TH000048400,"NAKHON SAWAN, TH",48,22,14,7.234567901,23.5
1094,2016/12/29,TH000048400,"NAKHON SAWAN, TH",59,24,8,7.234567901,22.7
1095,2016/12/30,TH000048400,"NAKHON SAWAN, TH",55,22,6,7.234567901,23.8
1096,2016/12/31,TH000048400,"NAKHON SAWAN, TH",53,25.80661157,8.012112403,7.234567901,25.2
1097,2017/1/1,TH000048400,"NAKHON SAWAN, TH",46.40890183,19,3,0,24.3
1098,2017/1/2,TH000048400,"NAKHON SAWAN, TH",31,15,8,0,26.4
1099,2017/1/3,TH000048400,"NAKHON SAWAN, TH",44,15,8,7.234567901,26.8
1100,2017/1/4,TH000048400,"NAKHON SAWAN, TH",49,13,3,0,26.6
1101,2017/1/5,TH000048400,"NAKHON SAWAN, TH",38,16,4,0,24.5
1102,2017/1/6,TH000048400,"NAKHON SAWAN, TH",31,21,4,7.234567901,25.4
1103,2017/1/7,TH000048400,"NAKHON SAWAN, TH",40,18,4,7.234567901,27
1104,2017/1/8,TH000048400,"NAKHON SAWAN, TH",47,16,6,13.7,25.6
1105,2017/1/9,TH000048400,"NAKHON SAWAN, TH",48,11,6,13.5,26.2
1106,2017/1/10,TH000048400,"NAKHON SAWAN, TH",44,10,8,3.6,25.6
1107,2017/1/11,TH000048400,"NAKHON SAWAN, TH",43,15,6,10.9,25.3
1108,2017/1/12,TH000048400,"NAKHON SAWAN, TH",44,15,7,10.4,26.2
1109,2017/1/13,TH000048400,"NAKHON SAWAN, TH",38,24,8,7.234567901,26.1
1110,2017/1/14,TH000048400,"NAKHON SAWAN, TH",50,24,9,7.234567901,26.8
1111,2017/1/15,TH000048400,"NAKHON SAWAN, TH",56,24,10,7.234567901,27.2
1112,2017/1/16,TH000048400,"NAKHON SAWAN, TH",60,22,10,7.234567901,27
1113,2017/1/17,TH000048400,"NAKHON SAWAN, TH",63,18,8,7.234567901,28.2
1114,2017/1/18,TH000048400,"NAKHON SAWAN, TH",63,23,8,7.234567901,26.3
1115,2017/1/19,TH000048400,"NAKHON SAWAN, TH",57,22,8,7.234567901,28.3
1116,2017/1/20,TH000048400,"NAKHON SAWAN, TH",58,22,8,7.234567901,27.6
1117,2017/1/21,TH000048400,"NAKHON SAWAN, TH",51,23,7,7.234567901,26.7
1118,2017/1/22,TH000048400,"NAKHON SAWAN, TH",44,24,6,7.234567901,26.2
1119,2017/1/23,TH000048400,"NAKHON SAWAN, TH",46,25,8,7.234567901,25.5
1120,2017/1/24,TH000048400,"NAKHON SAWAN, TH",56,24,8,7.234567901,24.4
1121,2017/1/25,TH000048400,"NAKHON SAWAN, TH",63,20,8,7.234567901,25.4
1122,2017/1/26,TH000048400,"NAKHON SAWAN, TH",53,21,8,7.234567901,26.6
1123,2017/1/27,TH000048400,"NAKHON SAWAN, TH",51,24,9,7.234567901,26.2
1124,2017/1/28,TH000048400,"NAKHON SAWAN, TH",55,29,11,7.234567901,25.1
1125,2017/1/29,TH000048400,"NAKHON SAWAN, TH",64,32,12,7.234567901,25.8
1126,2017/1/30,TH000048400,"NAKHON SAWAN, TH",80,23,10,7.234567901,26.3
1127,2017/1/31,TH000048400,"NAKHON SAWAN, TH",132,25,10,7.234567901,25.5
1128,2017/2/1,TH000048400,"NAKHON SAWAN, TH",68,20,9,7.234567901,26.1
1129,2017/2/2,TH000048400,"NAKHON SAWAN, TH",62,21,8,7.234567901,27.3
1130,2017/2/3,TH000048400,"NAKHON SAWAN, TH",48,25,11,7.234567901,27.5
1131,2017/2/4,TH000048400,"NAKHON SAWAN, TH",57,40,8,7.234567901,26.9
1132,2017/2/5,TH000048400,"NAKHON SAWAN, TH",63,27,13,7.234567901,26.7
1133,2017/2/6,TH000048400,"NAKHON SAWAN, TH",72,27,13,7.234567901,26.6
1134,2017/2/7,TH000048400,"NAKHON SAWAN, TH",73,26,12,7.234567901,26.5
1135,2017/2/8,TH000048400,"NAKHON SAWAN, TH",70,35,15,7.234567901,26
1136,2017/2/9,TH000048400,"NAKHON SAWAN, TH",89,22,9,7.234567901,26.5
1137,2017/2/10,TH000048400,"NAKHON SAWAN, TH",78,25,9,7.234567901,27.4
1138,2017/2/11,TH000048400,"NAKHON SAWAN, TH",66,26,8,7.234567901,26.3
1139,2017/2/12,TH000048400,"NAKHON SAWAN, TH",62,25,10,7.234567901,24.1
1140,2017/2/13,TH000048400,"NAKHON SAWAN, TH",69,25,11,7.234567901,24.1
1141,2017/2/14,TH000048400,"NAKHON SAWAN, TH",72,25,7,7.234567901,24.2
1142,2017/2/15,TH000048400,"NAKHON SAWAN, TH",62,26,9,7.234567901,25.1
1143,2017/2/16,TH000048400,"NAKHON SAWAN, TH",110,27,9,7.234567901,25.8
1144,2017/2/17,TH000048400,"NAKHON SAWAN, TH",71,28,10,7.234567901,26.5
1145,2017/2/18,TH000048400,"NAKHON SAWAN, TH",73,28,11,7.234567901,26.7
1146,2017/2/19,TH000048400,"NAKHON SAWAN, TH",75,33,13,7.234567901,26.6
1147,2017/2/20,TH000048400,"NAKHON SAWAN, TH",82,25,10,7.234567901,29.1
1148,2017/2/21,TH000048400,"NAKHON SAWAN, TH",72,23,8,7.234567901,28.7
1149,2017/2/22,TH000048400,"NAKHON SAWAN, TH",69,24,8,7.234567901,29.7
1150,2017/2/23,TH000048400,"NAKHON SAWAN, TH",65,22,5,7.234567901,30.9
1151,2017/2/24,TH000048400,"NAKHON SAWAN, TH",51,21,4,7.234567901,31.2
1152,2017/2/25,TH000048400,"NAKHON SAWAN, TH",48,26,5,7.234567901,30.4
1153,2017/2/26,TH000048400,"NAKHON SAWAN, TH",55,28,7,9.1,28.7
1154,2017/2/27,TH000048400,"NAKHON SAWAN, TH",60,31,7,0,28.3
1155,2017/2/28,TH000048400,"NAKHON SAWAN, TH",64,26,10,7.234567901,28.7
1156,2017/3/1,TH000048400,"NAKHON SAWAN, TH",69,26,7,7.234567901,29.1
1157,2017/3/2,TH000048400,"NAKHON SAWAN, TH",66,29,12,7.234567901,27.4
1158,2017/3/3,TH000048400,"NAKHON SAWAN, TH",74,33,11,7.234567901,28.8
1159,2017/3/4,TH000048400,"NAKHON SAWAN, TH",81,28,7,7.234567901,30.1
1160,2017/3/5,TH000048400,"NAKHON SAWAN, TH",74,28,8,7.234567901,30.3
1161,2017/3/6,TH000048400,"NAKHON SAWAN, TH",70,28,7,7.234567901,30.2
1162,2017/3/7,TH000048400,"NAKHON SAWAN, TH",66,22,3,7.234567901,30.7
1163,2017/3/8,TH000048400,"NAKHON SAWAN, TH",56,21,4,7.234567901,30.7
1164,2017/3/9,TH000048400,"NAKHON SAWAN, TH",88,22,4,7.234567901,30.1
1165,2017/3/10,TH000048400,"NAKHON SAWAN, TH",51,23,5,7.234567901,31.3
1166,2017/3/11,TH000048400,"NAKHON SAWAN, TH",56,26,7,7.234567901,31.4
1167,2017/3/12,TH000048400,"NAKHON SAWAN, TH",60,27,8,7.234567901,31.3
1168,2017/3/13,TH000048400,"NAKHON SAWAN, TH",55,24,9,7.234567901,30.9
1169,2017/3/14,TH000048400,"NAKHON SAWAN, TH",88,25,8,7.234567901,31.6
1170,2017/3/15,TH000048400,"NAKHON SAWAN, TH",63,30,4,7.234567901,31.8
1171,2017/3/16,TH000048400,"NAKHON SAWAN, TH",61,22,7,7.234567901,31.2
1172,2017/3/17,TH000048400,"NAKHON SAWAN, TH",58,19,5,7.234567901,30.1
1173,2017/3/18,TH000048400,"NAKHON SAWAN, TH",52,21,4,1,30.2
1174,2017/3/19,TH000048400,"NAKHON SAWAN, TH",43,20,4,7.234567901,30.9
1175,2017/3/20,TH000048400,"NAKHON SAWAN, TH",43,25,8,7.234567901,32.2
1176,2017/3/21,TH000048400,"NAKHON SAWAN, TH",48,28,13,7.234567901,30.4
1177,2017/3/22,TH000048400,"NAKHON SAWAN, TH",72,27,9,7.234567901,31.3
1178,2017/3/23,TH000048400,"NAKHON SAWAN, TH",62,23,4,7.234567901,32.3
1179,2017/3/24,TH000048400,"NAKHON SAWAN, TH",44,28,8,7.234567901,31.3
1180,2017/3/25,TH000048400,"NAKHON SAWAN, TH",59,26,5,7.234567901,32.2
1181,2017/3/26,TH000048400,"NAKHON SAWAN, TH",50,21,6,22.6,30.2
1182,2017/3/27,TH000048400,"NAKHON SAWAN, TH",35,27,8,15,27.5
1183,2017/3/28,TH000048400,"NAKHON SAWAN, TH",48,29,8,0,29.4
1184,2017/3/29,TH000048400,"NAKHON SAWAN, TH",91,24,7,7.234567901,30.6
1185,2017/3/30,TH000048400,"NAKHON SAWAN, TH",48,25,6,7.234567901,31.6
1186,2017/3/31,TH000048400,"NAKHON SAWAN, TH",48,21,6,2.8,31.5
1187,2017/4/1,TH000048400,"NAKHON SAWAN, TH",38,27,6,0,29.3
1188,2017/4/2,TH000048400,"NAKHON SAWAN, TH",43,29,9,7.234567901,29.2
1189,2017/4/3,TH000048400,"NAKHON SAWAN, TH",53,30,8,7.234567901,30.6
1190,2017/4/4,TH000048400,"NAKHON SAWAN, TH",61,32,7,7.234567901,31.8
1191,2017/4/5,TH000048400,"NAKHON SAWAN, TH",68,31,6,7.234567901,31.2
1192,2017/4/6,TH000048400,"NAKHON SAWAN, TH",57,23,6,7.234567901,31.7
1193,2017/4/7,TH000048400,"NAKHON SAWAN, TH",55,21,6,7.234567901,32.4
1194,2017/4/8,TH000048400,"NAKHON SAWAN, TH",45,19,5,7.234567901,32.8
1195,2017/4/9,TH000048400,"NAKHON SAWAN, TH",41,20,5,7.234567901,33.2
1196,2017/4/10,TH000048400,"NAKHON SAWAN, TH",41,24,5,7.234567901,33.2
1197,2017/4/11,TH000048400,"NAKHON SAWAN, TH",45,20,5,7.234567901,33.6
1198,2017/4/12,TH000048400,"NAKHON SAWAN, TH",41,21,4,7.234567901,33.6
1199,2017/4/13,TH000048400,"NAKHON SAWAN, TH",37,25,5,7.234567901,32.7
1200,2017/4/14,TH000048400,"NAKHON SAWAN, TH",34,26,5,1,30.4
1201,2017/4/15,TH000048400,"NAKHON SAWAN, TH",29,23,5,1.3,30.1
1202,2017/4/16,TH000048400,"NAKHON SAWAN, TH",39,18,4,7.234567901,31
1203,2017/4/17,TH000048400,"NAKHON SAWAN, TH",39,18,6,7.234567901,30.1
1204,2017/4/18,TH000048400,"NAKHON SAWAN, TH",33,24,7,3.3,30.2
1205,2017/4/19,TH000048400,"NAKHON SAWAN, TH",43,26,7,7.234567901,32.2
1206,2017/4/20,TH000048400,"NAKHON SAWAN, TH",46,29,10,7.234567901,32.7
1207,2017/4/21,TH000048400,"NAKHON SAWAN, TH",62,31,10,7.234567901,31.8
1208,2017/4/22,TH000048400,"NAKHON SAWAN, TH",111,33,7,7.234567901,33.1
1209,2017/4/23,TH000048400,"NAKHON SAWAN, TH",81,30,8,7.234567901,33.3
1210,2017/4/24,TH000048400,"NAKHON SAWAN, TH",76,26,8,7.234567901,33
1211,2017/4/25,TH000048400,"NAKHON SAWAN, TH",66,30,7,7.234567901,32.7
1212,2017/4/26,TH000048400,"NAKHON SAWAN, TH",62,33,7,7.234567901,33.3
1213,2017/4/27,TH000048400,"NAKHON SAWAN, TH",64,24,6,7.234567901,33.7
1214,2017/4/28,TH000048400,"NAKHON SAWAN, TH",98,28,5,25.9,29.4
1215,2017/4/29,TH000048400,"NAKHON SAWAN, TH",26,32,7,3.8,29.2
1216,2017/4/30,TH000048400,"NAKHON SAWAN, TH",42,30,7,0,31
1217,2017/5/1,TH000048400,"NAKHON SAWAN, TH",47,27,5,7.234567901,32.6
1218,2017/5/2,TH000048400,"NAKHON SAWAN, TH",45,24,7,7.234567901,32.1
1219,2017/5/3,TH000048400,"NAKHON SAWAN, TH",51,22,5,7.234567901,33.4
1220,2017/5/4,TH000048400,"NAKHON SAWAN, TH",116,23,6,1.5,31.7
1221,2017/5/5,TH000048400,"NAKHON SAWAN, TH",33,32,7,7.234567901,30.1
1222,2017/5/6,TH000048400,"NAKHON SAWAN, TH",45,31,7,7.234567901,32
1223,2017/5/7,TH000048400,"NAKHON SAWAN, TH",43,29,6,7.234567901,29.5
1224,2017/5/8,TH000048400,"NAKHON SAWAN, TH",75,28,8,4.3,30.3
1225,2017/5/9,TH000048400,"NAKHON SAWAN, TH",107,24,4,25.4,29.8
1226,2017/5/10,TH000048400,"NAKHON SAWAN, TH",28,17,7,15.2,28.9
1227,2017/5/11,TH000048400,"NAKHON SAWAN, TH",39,19,7,0,30.2
1228,2017/5/12,TH000048400,"NAKHON SAWAN, TH",38,18,5,10.9,28.6
1229,2017/5/13,TH000048400,"NAKHON SAWAN, TH",70,18,4,32,29.1
1230,2017/5/14,TH000048400,"NAKHON SAWAN, TH",27,17,5,5.1,29.6
1231,2017/5/15,TH000048400,"NAKHON SAWAN, TH",36,16,5,4.3,29.1
1232,2017/5/16,TH000048400,"NAKHON SAWAN, TH",99,12,4,15.7,28.3
1233,2017/5/17,TH000048400,"NAKHON SAWAN, TH",130,15,6,102.1,26.4
1234,2017/5/18,TH000048400,"NAKHON SAWAN, TH",24,19,6,0.5,27.7
1235,2017/5/19,TH000048400,"NAKHON SAWAN, TH",34,22,6,0.3,29.6
1236,2017/5/20,TH000048400,"NAKHON SAWAN, TH",39,22,5,0,30.5
1237,2017/5/21,TH000048400,"NAKHON SAWAN, TH",46,21,6,7.234567901,32
1238,2017/5/22,TH000048400,"NAKHON SAWAN, TH",51,19,5,7.234567901,31.8
1239,2017/5/23,TH000048400,"NAKHON SAWAN, TH",42,22,4,7.234567901,31.4
