,DATE,STATION,NAME,pm10,o3,no2,rain,temp
1279,2017/7/2,TH000048400,"NAKHON SAWAN, TH",24,11,3,9.1,28.1
1280,2017/7/3,TH000048400,"NAKHON SAWAN, TH",33,8,4,2.8,28.1
1281,2017/7/4,TH000048400,"NAKHON SAWAN, TH",31,13,4,23.1,27
1282,2017/7/5,TH000048400,"NAKHON SAWAN, TH",33,11,4,16.3,27.6
1283,2017/7/6,TH000048400,"NAKHON SAWAN, TH",61,13,3,29.7,27.8
1284,2017/7/7,TH000048400,"NAKHON SAWAN, TH",27,12,3,5.8,27.8
1285,2017/7/8,TH000048400,"NAKHON SAWAN, TH",25,13,3,1.5,27.8
1286,2017/7/9,TH000048400,"NAKHON SAWAN, TH",28,13,3,1,28.4
1287,2017/7/10,TH000048400,"NAKHON SAWAN, TH",21,12,3,33.3,27.8
1288,2017/7/11,TH000048400,"NAKHON SAWAN, TH",32,13,4,71.9,27
1289,2017/7/12,TH000048400,"NAKHON SAWAN, TH",24,9,3,19.6,27.5
1290,2017/7/13,TH000048400,"NAKHON SAWAN, TH",146,8,4,24.1,28
1291,2017/7/14,TH000048400,"NAKHON SAWAN, TH",16,9,3,3.3,28.5
1292,2017/7/15,TH000048400,"NAKHON SAWAN, TH",16,12,3,0.5,28.9
1293,2017/7/16,TH000048400,"NAKHON SAWAN, TH",13,11,2,6.1,28.2
1294,2017/7/17,TH000048400,"NAKHON SAWAN, TH",19,13,3,1.3,27.7
1295,2017/7/18,TH000048400,"NAKHON SAWAN, TH",24,12,3,7.234567901,29.1
1296,2017/7/19,TH000048400,"NAKHON SAWAN, TH",24,11,3,4.6,27.4
1297,2017/7/20,TH000048400,"NAKHON SAWAN, TH",16,11,4,14,27.4
1298,2017/7/21,TH000048400,"NAKHON SAWAN, TH",23,13,3,0,28.3
1299,2017/7/22,TH000048400,"NAKHON SAWAN, TH",18,12,3,0,28
1300,2017/7/23,TH000048400,"NAKHON SAWAN, TH",15,10,4,18.3,28.2
1301,2017/7/24,TH000048400,"NAKHON SAWAN, TH",23,13,4,2.3,28.6
1302,2017/7/25,TH000048400,"NAKHON SAWAN, TH",32,10,3,0,28.8
1303,2017/7/26,TH000048400,"NAKHON SAWAN, TH",25,11,4,6.6,27.4
1304,2017/7/27,TH000048400,"NAKHON SAWAN, TH",138,12,4,23.6,27.7
1305,2017/7/28,TH000048400,"NAKHON SAWAN, TH",22,13,3,6.9,28.2
1306,2017/7/29,TH000048400,"NAKHON SAWAN, TH",64,13,3,0.5,29.1
1307,2017/7/30,TH000048400,"NAKHON SAWAN, TH",26,12,4,7.234567901,30.1
1308,2017/7/31,TH000048400,"NAKHON SAWAN, TH",40,11,3,7.234567901,30.4
1309,2017/8/1,TH000048400,"NAKHON SAWAN, TH",75,14,4,7.234567901,30.2
1310,2017/8/2,TH000048400,"NAKHON SAWAN, TH",61,13,3,7.234567901,30.1
1311,2017/8/3,TH000048400,"NAKHON SAWAN, TH",15,14,3,0.5,29.9
1312,2017/8/4,TH000048400,"NAKHON SAWAN, TH",15,14,3,0.3,29.8
1313,2017/8/5,TH000048400,"NAKHON SAWAN, TH",15,14,4,10.2,28.8
1314,2017/8/6,TH000048400,"NAKHON SAWAN, TH",16,14,3,0.3,27.8
1315,2017/8/7,TH000048400,"NAKHON SAWAN, TH",13,15,4,0,28.6
1316,2017/8/8,TH000048400,"NAKHON SAWAN, TH",13,14,4,21.1,28.7
1317,2017/8/9,TH000048400,"NAKHON SAWAN, TH",13,14,4,0.8,29.8
1318,2017/8/10,TH000048400,"NAKHON SAWAN, TH",15,14,4,0,29.5
1319,2017/8/11,TH000048400,"NAKHON SAWAN, TH",48,18,4,0,29.9
1320,2017/8/12,TH000048400,"NAKHON SAWAN, TH",13,17,4,7.234567901,30.3
1321,2017/8/13,TH000048400,"NAKHON SAWAN, TH",15,18,4,7.234567901,31
1322,2017/8/14,TH000048400,"NAKHON SAWAN, TH",18,14,6,4.1,29.3
1323,2017/8/15,TH000048400,"NAKHON SAWAN, TH",16,14,3,5.8,28.6
1324,2017/8/16,TH000048400,"NAKHON SAWAN, TH",51,9,4,4.3,27.9
1325,2017/8/17,TH000048400,"NAKHON SAWAN, TH",10,7,3,17,26.7
1326,2017/8/18,TH000048400,"NAKHON SAWAN, TH",11,7,3,13.7,26.8
1327,2017/8/19,TH000048400,"NAKHON SAWAN, TH",10,6,3,1.8,28.7
1328,2017/8/20,TH000048400,"NAKHON SAWAN, TH",8,8,4,10.4,27.2
1329,2017/8/21,TH000048400,"NAKHON SAWAN, TH",14,10,2,0,29
1330,2017/8/22,TH000048400,"NAKHON SAWAN, TH",8,11,3,1.5,29.8
1331,2017/8/23,TH000048400,"NAKHON SAWAN, TH",84,8,4,1.5,29.4
1332,2017/8/24,TH000048400,"NAKHON SAWAN, TH",13,6,3,1.5,28.1
1333,2017/8/25,TH000048400,"NAKHON SAWAN, TH",8,10,4,3.6,27.9
1334,2017/8/26,TH000048400,"NAKHON SAWAN, TH",13,8,3,0.5,28.6
1335,2017/8/27,TH000048400,"NAKHON SAWAN, TH",7,9,5,54.4,27.4
1336,2017/8/28,TH000048400,"NAKHON SAWAN, TH",13,8,4,19.8,27.4
1337,2017/8/29,TH000048400,"NAKHON SAWAN, TH",14,11,6,8.4,28.2
1338,2017/8/30,TH000048400,"NAKHON SAWAN, TH",20,9,4,16.5,28
1339,2017/8/31,TH000048400,"NAKHON SAWAN, TH",15,4,4,1,29.1
1340,2017/9/1,TH000048400,"NAKHON SAWAN, TH",9,7,3,8.9,28.7
1341,2017/9/2,TH000048400,"NAKHON SAWAN, TH",10,12,4,0.3,29.2
1342,2017/9/3,TH000048400,"NAKHON SAWAN, TH",13,11,6,7.234567901,30.1
1343,2017/9/4,TH000048400,"NAKHON SAWAN, TH",17,15,4,7.234567901,30.7
1344,2017/9/5,TH000048400,"NAKHON SAWAN, TH",18,3,3,0,30.2
1345,2017/9/6,TH000048400,"NAKHON SAWAN, TH",11,25.80661157,8.012112403,1.5,29.1
1346,2017/9/7,TH000048400,"NAKHON SAWAN, TH",46.40890183,25.80661157,8.012112403,6.1,28.2
1347,2017/9/8,TH000048400,"NAKHON SAWAN, TH",46.40890183,9,6,0,29
1348,2017/9/9,TH000048400,"NAKHON SAWAN, TH",29,11,4,7.234567901,31.3
1349,2017/9/10,TH000048400,"NAKHON SAWAN, TH",21,15,5,6.4,27.7
1350,2017/9/11,TH000048400,"NAKHON SAWAN, TH",20,14,7,1,29.5
1351,2017/9/12,TH000048400,"NAKHON SAWAN, TH",22,17,6,0,29.7
1352,2017/9/13,TH000048400,"NAKHON SAWAN, TH",27,14,4,7.234567901,30.9
1353,2017/9/14,TH000048400,"NAKHON SAWAN, TH",22,12,5,7.234567901,30.7
1354,2017/9/15,TH000048400,"NAKHON SAWAN, TH",15,14,3,29.5,28.6
1355,2017/9/16,TH000048400,"NAKHON SAWAN, TH",15,6,2,10.2,27.7
1356,2017/9/17,TH000048400,"NAKHON SAWAN, TH",12,5,4,20.6,27.2
1357,2017/9/18,TH000048400,"NAKHON SAWAN, TH",13,12,6,7.234567901,29.4
1358,2017/9/19,TH000048400,"NAKHON SAWAN, TH",14,10,5,7.234567901,30.2
1359,2017/9/20,TH000048400,"NAKHON SAWAN, TH",14,12,6,7.234567901,29.8
1360,2017/9/21,TH000048400,"NAKHON SAWAN, TH",23,10,5,0.3,29.2
1361,2017/9/22,TH000048400,"NAKHON SAWAN, TH",13,8,7,7.234567901,29.1
1362,2017/9/23,TH000048400,"NAKHON SAWAN, TH",19,7,6,77.2,27.1
1363,2017/9/24,TH000048400,"NAKHON SAWAN, TH",16,10,6,0.5,28.3
1364,2017/9/25,TH000048400,"NAKHON SAWAN, TH",18,12,5,4.3,27.9
1365,2017/9/26,TH000048400,"NAKHON SAWAN, TH",17,9,6,0,28.4
1366,2017/9/27,TH000048400,"NAKHON SAWAN, TH",20,11,4,7.234567901,29.9
1367,2017/9/28,TH000048400,"NAKHON SAWAN, TH",14,10,4,1,28.8
1368,2017/9/29,TH000048400,"NAKHON SAWAN, TH",174,9,5,6.1,28.3
1369,2017/9/30,TH000048400,"NAKHON SAWAN, TH",46.40890183,16,6,13.2,28.6
1370,2017/10/1,TH000048400,"NAKHON SAWAN, TH",46.40890183,15,6,7.234567901,29.2
1371,2017/10/2,TH000048400,"NAKHON SAWAN, TH",46.40890183,11,5,7.234567901,28.2
1372,2017/10/3,TH000048400,"NAKHON SAWAN, TH",90,7,3,67.6,26.3
1373,2017/10/4,TH000048400,"NAKHON SAWAN, TH",10,9,4,37.8,26.5
1374,2017/10/5,TH000048400,"NAKHON SAWAN, TH",15,10,5,1.3,27.9
1375,2017/10/6,TH000048400,"NAKHON SAWAN, TH",10,10,4,0.5,27.8
1376,2017/10/7,TH000048400,"NAKHON SAWAN, TH",46.40890183,25.80661157,8.012112403,0.3,28.6
1377,2017/10/8,TH000048400,"NAKHON SAWAN, TH",11,9,4,9.9,28.2
1378,2017/10/9,TH000048400,"NAKHON SAWAN, TH",11,9,4,9.7,29.5
1379,2017/10/10,TH000048400,"NAKHON SAWAN, TH",12,10,4,0.5,28.9
1380,2017/10/11,TH000048400,"NAKHON SAWAN, TH",14,10,5,39.1,27.3
1381,2017/10/12,TH000048400,"NAKHON SAWAN, TH",17,11,6,30,29.2
1382,2017/10/13,TH000048400,"NAKHON SAWAN, TH",11,7,4,8.4,28.4
1383,2017/10/14,TH000048400,"NAKHON SAWAN, TH",52,9,4,7.4,28.8
1384,2017/10/15,TH000048400,"NAKHON SAWAN, TH",21,14,6,0,28.9
1385,2017/10/16,TH000048400,"NAKHON SAWAN, TH",14,9,6,7.234567901,28.8
1386,2017/10/17,TH000048400,"NAKHON SAWAN, TH",12,7,3,1,27
1387,2017/10/18,TH000048400,"NAKHON SAWAN, TH",13,8,4,0.5,26.2
1388,2017/10/19,TH000048400,"NAKHON SAWAN, TH",13,10,4,0.3,28
1389,2017/10/20,TH000048400,"NAKHON SAWAN, TH",15,8,6,0,29.2
1390,2017/10/21,TH000048400,"NAKHON SAWAN, TH",19,11,7,7.234567901,30.3
1391,2017/10/22,TH000048400,"NAKHON SAWAN, TH",19,12,6,7.234567901,28.7
1392,2017/10/23,TH000048400,"NAKHON SAWAN, TH",18,12,5,14,28.6
1393,2017/10/24,TH000048400,"NAKHON SAWAN, TH",31,11,6,0,28.1
1394,2017/10/25,TH000048400,"NAKHON SAWAN, TH",32,15,8,7.234567901,28.3
1395,2017/10/26,TH000048400,"NAKHON SAWAN, TH",28,15,8,7.234567901,28.3
1396,2017/10/27,TH000048400,"NAKHON SAWAN, TH",32,14,7,18.3,28.1
1397,2017/10/28,TH000048400,"NAKHON SAWAN, TH",33,13,8,0,28.3
1398,2017/10/29,TH000048400,"NAKHON SAWAN, TH",40,15,7,7.234567901,27.9
1399,2017/10/30,TH000048400,"NAKHON SAWAN, TH",46,19,7,7.234567901,26.7
1400,2017/10/31,TH000048400,"NAKHON SAWAN, TH",46,22,7,7.234567901,25.9
1401,2017/11/1,TH000048400,"NAKHON SAWAN, TH",46,17,8,7.234567901,26.4
1402,2017/11/2,TH000048400,"NAKHON SAWAN, TH",42,19,8,7.234567901,27.9
1403,2017/11/3,TH000048400,"NAKHON SAWAN, TH",41,18,10,7.234567901,27
1404,2017/11/4,TH000048400,"NAKHON SAWAN, TH",44,18,5,7.234567901,27.1
1405,2017/11/5,TH000048400,"NAKHON SAWAN, TH",33,13,3,0.5,23.7
1406,2017/11/6,TH000048400,"NAKHON SAWAN, TH",30,13,3,0,24.7
1407,2017/11/7,TH000048400,"NAKHON SAWAN, TH",27,11,4,0,27.1
1408,2017/11/8,TH000048400,"NAKHON SAWAN, TH",27,11,4,0,27.1
1409,2017/11/9,TH000048400,"NAKHON SAWAN, TH",23,10,4,0,27.6
1410,2017/11/10,TH000048400,"NAKHON SAWAN, TH",22,11,7,0,28.6
1411,2017/11/11,TH000048400,"NAKHON SAWAN, TH",21,13,6,7.234567901,29.5
1412,2017/11/12,TH000048400,"NAKHON SAWAN, TH",22,14,5,7.234567901,28.7
1413,2017/11/13,TH000048400,"NAKHON SAWAN, TH",27,13,8,7.234567901,28.8
1414,2017/11/14,TH000048400,"NAKHON SAWAN, TH",32,14,10,7.234567901,29
1415,2017/11/15,TH000048400,"NAKHON SAWAN, TH",26,13,6,41.9,28.7
1416,2017/11/16,TH000048400,"NAKHON SAWAN, TH",12,10,3,6.9,27.6
1417,2017/11/17,TH000048400,"NAKHON SAWAN, TH",18,12,6,3.8,28.9
1418,2017/11/18,TH000048400,"NAKHON SAWAN, TH",27,15,7,0,30.1
1419,2017/11/19,TH000048400,"NAKHON SAWAN, TH",57,9,5,7.234567901,28.9
1420,2017/11/20,TH000048400,"NAKHON SAWAN, TH",21,13,8,7.234567901,29.3
1421,2017/11/21,TH000048400,"NAKHON SAWAN, TH",18,11,6,7.234567901,27.9
1422,2017/11/22,TH000048400,"NAKHON SAWAN, TH",19,14,6,7.234567901,28.1
1423,2017/11/23,TH000048400,"NAKHON SAWAN, TH",20,14,7,7.234567901,28.1
1424,2017/11/24,TH000048400,"NAKHON SAWAN, TH",23,14,7,7.234567901,26.3
1425,2017/11/25,TH000048400,"NAKHON SAWAN, TH",24,18,7,7.234567901,26.2
1426,2017/11/26,TH000048400,"NAKHON SAWAN, TH",30,17,6,7.234567901,26.5
1427,2017/11/27,TH000048400,"NAKHON SAWAN, TH",31,15,7,7.234567901,26.3
1428,2017/11/28,TH000048400,"NAKHON SAWAN, TH",33,13,7,7.234567901,26.2
1429,2017/11/29,TH000048400,"NAKHON SAWAN, TH",25,12,6,7.234567901,27.5
1430,2017/11/30,TH000048400,"NAKHON SAWAN, TH",60,13,6,7.234567901,27.9
1431,2017/12/1,TH000048400,"NAKHON SAWAN, TH",28,11,8,7.234567901,27.5
1432,2017/12/2,TH000048400,"NAKHON SAWAN, TH",27,16,7,7.234567901,27.2
1433,2017/12/3,TH000048400,"NAKHON SAWAN, TH",33,19,8,7.234567901,27.2
1434,2017/12/4,TH000048400,"NAKHON SAWAN, TH",77,16,7,7.234567901,28.2
1435,2017/12/5,TH000048400,"NAKHON SAWAN, TH",27,17,6,7.234567901,26.8
1436,2017/12/6,TH000048400,"NAKHON SAWAN, TH",34,17,7,7.234567901,25.5
1437,2017/12/7,TH000048400,"NAKHON SAWAN, TH",41,21,10,7.234567901,27.7
1438,2017/12/8,TH000048400,"NAKHON SAWAN, TH",48,15,5,7.234567901,27.3
1439,2017/12/9,TH000048400,"NAKHON SAWAN, TH",41,21,5,7.234567901,25.6
1440,2017/12/10,TH000048400,"NAKHON SAWAN, TH",45,23,7,7.234567901,26.5
1441,2017/12/11,TH000048400,"NAKHON SAWAN, TH",57,26,6,7.234567901,28
1442,2017/12/12,TH000048400,"NAKHON SAWAN, TH",58,27,8.012112403,7.234567901,29.3
1443,2017/12/13,TH000048400,"NAKHON SAWAN, TH",49,19,2,7.234567901,28.2
1444,2017/12/14,TH000048400,"NAKHON SAWAN, TH",53,21,2,7.234567901,27.4
1445,2017/12/15,TH000048400,"NAKHON SAWAN, TH",57,19,5,7.234567901,27.6
1446,2017/12/16,TH000048400,"NAKHON SAWAN, TH",52,13,6,7.234567901,27.2
1447,2017/12/17,TH000048400,"NAKHON SAWAN, TH",47,19,2,7.234567901,24.3
1448,2017/12/18,TH000048400,"NAKHON SAWAN, TH",56,19,3,7.234567901,21.4
1449,2017/12/19,TH000048400,"NAKHON SAWAN, TH",63,20,4,7.234567901,19.3
1450,2017/12/20,TH000048400,"NAKHON SAWAN, TH",67,20,4,7.234567901,18.4
1451,2017/12/21,TH000048400,"NAKHON SAWAN, TH",66,21,4,7.234567901,19.6
1452,2017/12/22,TH000048400,"NAKHON SAWAN, TH",69,23,6,7.234567901,21.8
1453,2017/12/23,TH000048400,"NAKHON SAWAN, TH",71,22,8,7.234567901,24.2
1454,2017/12/24,TH000048400,"NAKHON SAWAN, TH",66,21,5,7.234567901,26.2
1455,2017/12/25,TH000048400,"NAKHON SAWAN, TH",63,16,9,7.234567901,23.1
1456,2017/12/26,TH000048400,"NAKHON SAWAN, TH",60,16,6,11.2,21.8
1457,2017/12/27,TH000048400,"NAKHON SAWAN, TH",25,11,1,20.3,20.2
1458,2017/12/28,TH000048400,"NAKHON SAWAN, TH",12,5,3,9.9,21.2
1459,2017/12/29,TH000048400,"NAKHON SAWAN, TH",23,12,4,0,24.8
1460,2017/12/30,TH000048400,"NAKHON SAWAN, TH",31,13,6,7.234567901,27.3
1461,2017/12/31,TH000048400,"NAKHON SAWAN, TH",32,15,6,7.234567901,25.8
1462,2018/1/1,TH000048400,"NAKHON SAWAN, TH",32,18,7,7.234567901,24.7
1463,2018/1/2,TH000048400,"NAKHON SAWAN, TH",40,17,7,7.234567901,25.9
1464,2018/1/3,TH000048400,"NAKHON SAWAN, TH",46,18,12,7.234567901,26.6
1465,2018/1/4,TH000048400,"NAKHON SAWAN, TH",59,21,12,7.234567901,26.9
1466,2018/1/5,TH000048400,"NAKHON SAWAN, TH",60,20,11,7.234567901,27.4
1467,2018/1/6,TH000048400,"NAKHON SAWAN, TH",61,12,9,7.234567901,28.1
1468,2018/1/7,TH000048400,"NAKHON SAWAN, TH",61,9,8,0,26.8
1469,2018/1/8,TH000048400,"NAKHON SAWAN, TH",41,18,13,0,28.8
1470,2018/1/9,TH000048400,"NAKHON SAWAN, TH",56,14,6,7.234567901,29.2
1471,2018/1/10,TH000048400,"NAKHON SAWAN, TH",47,17,7,7.234567901,25.6
1472,2018/1/11,TH000048400,"NAKHON SAWAN, TH",53,15,6,7.234567901,23.7
1473,2018/1/12,TH000048400,"NAKHON SAWAN, TH",52,19,8,7.234567901,21.8
1474,2018/1/13,TH000048400,"NAKHON SAWAN, TH",52,21,10,7.234567901,20.6
1475,2018/1/14,TH000048400,"NAKHON SAWAN, TH",58,16,15,7.234567901,22.2
1476,2018/1/15,TH000048400,"NAKHON SAWAN, TH",61,19,14,7.234567901,22.4
1477,2018/1/16,TH000048400,"NAKHON SAWAN, TH",65,23,13,7.234567901,23.7
1478,2018/1/17,TH000048400,"NAKHON SAWAN, TH",69,21,17,7.234567901,25.1
1479,2018/1/18,TH000048400,"NAKHON SAWAN, TH",111,22,14,7.234567901,25.8
1480,2018/1/19,TH000048400,"NAKHON SAWAN, TH",73,21,12,7.234567901,26.3
1481,2018/1/20,TH000048400,"NAKHON SAWAN, TH",66,22,12,7.234567901,26.4
1482,2018/1/21,TH000048400,"NAKHON SAWAN, TH",71,22,12,7.234567901,27.1
1483,2018/1/22,TH000048400,"NAKHON SAWAN, TH",82,22,13,7.234567901,27.4
1484,2018/1/23,TH000048400,"NAKHON SAWAN, TH",73,21,15,7.234567901,27.3
1485,2018/1/24,TH000048400,"NAKHON SAWAN, TH",80,24,13,7.234567901,27.7
1486,2018/1/25,TH000048400,"NAKHON SAWAN, TH",85,18,10,7.234567901,29.3
1487,2018/1/26,TH000048400,"NAKHON SAWAN, TH",66,10,8,4.6,28.4
1488,2018/1/27,TH000048400,"NAKHON SAWAN, TH",54,17,8,0,27.1
1489,2018/1/28,TH000048400,"NAKHON SAWAN, TH",55,18,9,0,28.9
1490,2018/1/29,TH000048400,"NAKHON SAWAN, TH",57,16,10,7.234567901,29.1
1491,2018/1/30,TH000048400,"NAKHON SAWAN, TH",63,16,7,7.234567901,28.5
1492,2018/1/31,TH000048400,"NAKHON SAWAN, TH",61,19,6,7.234567901,28.4
1493,2018/2/1,TH000048400,"NAKHON SAWAN, TH",62,21,11,7.234567901,25.5
1494,2018/2/2,TH000048400,"NAKHON SAWAN, TH",72,20,7,7.234567901,25.4
1495,2018/2/3,TH000048400,"NAKHON SAWAN, TH",70,23,11,7.234567901,23
1496,2018/2/4,TH000048400,"NAKHON SAWAN, TH",75,21,13,7.234567901,23.1
1497,2018/2/5,TH000048400,"NAKHON SAWAN, TH",76,21,11,7.234567901,23.2
1498,2018/2/6,TH000048400,"NAKHON SAWAN, TH",76,27,16,7.234567901,22.1
1499,2018/2/7,TH000048400,"NAKHON SAWAN, TH",85,29,14,7.234567901,24.5
1500,2018/2/8,TH000048400,"NAKHON SAWAN, TH",99,23,11,7.234567901,26.7
1501,2018/2/9,TH000048400,"NAKHON SAWAN, TH",83,21,12,7.234567901,27.7
1502,2018/2/10,TH000048400,"NAKHON SAWAN, TH",77,25,12,7.234567901,27.1
1503,2018/2/11,TH000048400,"NAKHON SAWAN, TH",82,19,13,7.234567901,27.7
1504,2018/2/12,TH000048400,"NAKHON SAWAN, TH",82,21,11,7.234567901,27.1
1505,2018/2/13,TH000048400,"NAKHON SAWAN, TH",64,29,16,7.234567901,25.6
1506,2018/2/14,TH000048400,"NAKHON SAWAN, TH",79,29,14,7.234567901,26.9
1507,2018/2/15,TH000048400,"NAKHON SAWAN, TH",90,29,13,7.234567901,28.5
1508,2018/2/16,TH000048400,"NAKHON SAWAN, TH",96,28,15,7.234567901,28.6
1509,2018/2/17,TH000048400,"NAKHON SAWAN, TH",98,19,7,7.234567901,29.3
1510,2018/2/18,TH000048400,"NAKHON SAWAN, TH",72,22,8,7.234567901,29.2
1511,2018/2/19,TH000048400,"NAKHON SAWAN, TH",77,15,7,7.234567901,29.7
1512,2018/2/20,TH000048400,"NAKHON SAWAN, TH",55,15,5,7.234567901,30.2
1513,2018/2/21,TH000048400,"NAKHON SAWAN, TH",50,16,5,0.5,29.4
1514,2018/2/22,TH000048400,"NAKHON SAWAN, TH",49,17,6,2.8,27.9
1515,2018/2/23,TH000048400,"NAKHON SAWAN, TH",38,20,10,29.2,26.9
1516,2018/2/24,TH000048400,"NAKHON SAWAN, TH",59,22,7,7.234567901,28.3
1517,2018/2/25,TH000048400,"NAKHON SAWAN, TH",60,18,10,7.234567901,28.9
1518,2018/2/26,TH000048400,"NAKHON SAWAN, TH",52,14,6,0,29.1
1519,2018/2/27,TH000048400,"NAKHON SAWAN, TH",44,23,10,0.3,25.5
1520,2018/2/28,TH000048400,"NAKHON SAWAN, TH",55,25,9,0,28.8
1521,2018/3/1,TH000048400,"NAKHON SAWAN, TH",64,18,6,7.234567901,30.3
1522,2018/3/2,TH000048400,"NAKHON SAWAN, TH",60,18,6,7.234567901,30.6
1523,2018/3/3,TH000048400,"NAKHON SAWAN, TH",61,21,5,7.234567901,30.7
1524,2018/3/4,TH000048400,"NAKHON SAWAN, TH",57,31,10,7.234567901,30.3
1525,2018/3/5,TH000048400,"NAKHON SAWAN, TH",73,22,6,7.234567901,30.8
1526,2018/3/6,TH000048400,"NAKHON SAWAN, TH",64,22,4,7.234567901,31.6
1527,2018/3/7,TH000048400,"NAKHON SAWAN, TH",56,21,7,7.234567901,30.5
1528,2018/3/8,TH000048400,"NAKHON SAWAN, TH",57,16,6,6.9,29.3
1529,2018/3/9,TH000048400,"NAKHON SAWAN, TH",58,24,6,7.234567901,26.8
1530,2018/3/10,TH000048400,"NAKHON SAWAN, TH",65,30,11,7.234567901,26.3
1531,2018/3/11,TH000048400,"NAKHON SAWAN, TH",77,34,8,7.234567901,28.3
1532,2018/3/12,TH000048400,"NAKHON SAWAN, TH",87,26,7,0,29.4
1533,2018/3/13,TH000048400,"NAKHON SAWAN, TH",71,22,5,0,30.2
1534,2018/3/14,TH000048400,"NAKHON SAWAN, TH",63,26,7,7.234567901,30.8
1535,2018/3/15,TH000048400,"NAKHON SAWAN, TH",66,22,7,7.234567901,30.4
1536,2018/3/16,TH000048400,"NAKHON SAWAN, TH",63,21,7,7.234567901,29.4
1537,2018/3/17,TH000048400,"NAKHON SAWAN, TH",59,25,5,7.234567901,30.2
1538,2018/3/18,TH000048400,"NAKHON SAWAN, TH",59,26,7,7.234567901,31.3
1539,2018/3/19,TH000048400,"NAKHON SAWAN, TH",66,29,9,7.234567901,31.4
1540,2018/3/20,TH000048400,"NAKHON SAWAN, TH",82,24,5,7.234567901,31.6
1541,2018/3/21,TH000048400,"NAKHON SAWAN, TH",63,20,9,2.3,30.6
1542,2018/3/22,TH000048400,"NAKHON SAWAN, TH",69,26,10,7.234567901,28.7
1543,2018/3/23,TH000048400,"NAKHON SAWAN, TH",75,30,9,7.234567901,29.5
1544,2018/3/24,TH000048400,"NAKHON SAWAN, TH",83,32,9,7.234567901,30.4
1545,2018/3/25,TH000048400,"NAKHON SAWAN, TH",88,25,8,7.234567901,31.3
1546,2018/3/26,TH000048400,"NAKHON SAWAN, TH",77,27,10,7.234567901,31.2
1547,2018/3/27,TH000048400,"NAKHON SAWAN, TH",92,24,8,7.234567901,30.3
1548,2018/3/28,TH000048400,"NAKHON SAWAN, TH",83,26,9,7.234567901,31.4
1549,2018/3/29,TH000048400,"NAKHON SAWAN, TH",71,24,8,7.234567901,31.7
1550,2018/3/30,TH000048400,"NAKHON SAWAN, TH",75,21,7,7.234567901,31.7
1551,2018/3/31,TH000048400,"NAKHON SAWAN, TH",67,28,6,1.8,29.4
1552,2018/4/1,TH000048400,"NAKHON SAWAN, TH",60,24,9,0,29.3
1553,2018/4/2,TH000048400,"NAKHON SAWAN, TH",81,29,8,0,29.3
1554,2018/4/3,TH000048400,"NAKHON SAWAN, TH",66,27,6,0,31.3
1555,2018/4/4,TH000048400,"NAKHON SAWAN, TH",70,25,5,0.5,29.8
1556,2018/4/5,TH000048400,"NAKHON SAWAN, TH",89,28,5,0.3,27.6
1557,2018/4/6,TH000048400,"NAKHON SAWAN, TH",42,17,4,7.234567901,30.2
1558,2018/4/7,TH000048400,"NAKHON SAWAN, TH",34,23,5,9.4,24.7
1559,2018/4/8,TH000048400,"NAKHON SAWAN, TH",43,28,12,3.8,25.6
1560,2018/4/9,TH000048400,"NAKHON SAWAN, TH",63,29,11,0,28.7
1561,2018/4/10,TH000048400,"NAKHON SAWAN, TH",69,27,11,7.234567901,32.1
1562,2018/4/11,TH000048400,"NAKHON SAWAN, TH",71,25,6,7.234567901,32.5
1563,2018/4/12,TH000048400,"NAKHON SAWAN, TH",65,23,5,7.234567901,32.9
1564,2018/4/13,TH000048400,"NAKHON SAWAN, TH",59,23,4,7.234567901,33.2
1565,2018/4/14,TH000048400,"NAKHON SAWAN, TH",58,26,4,7.234567901,33.5
1566,2018/4/15,TH000048400,"NAKHON SAWAN, TH",56,25,6,7.234567901,32.8
1567,2018/4/16,TH000048400,"NAKHON SAWAN, TH",46,16,5,7.234567901,33.1
1568,2018/4/17,TH000048400,"NAKHON SAWAN, TH",41,24,8,47.2,26.3
1569,2018/4/18,TH000048400,"NAKHON SAWAN, TH",45,23,10,7.234567901,29.6
1570,2018/4/19,TH000048400,"NAKHON SAWAN, TH",64,22,6,7.234567901,31.6
1571,2018/4/20,TH000048400,"NAKHON SAWAN, TH",54,24,7,7.234567901,31.8
1572,2018/4/21,TH000048400,"NAKHON SAWAN, TH",65,21,5,7.234567901,32.2
1573,2018/4/22,TH000048400,"NAKHON SAWAN, TH",61,28,7,7.234567901,32.6
1574,2018/4/23,TH000048400,"NAKHON SAWAN, TH",68,25,5,7.234567901,32.9
1575,2018/4/24,TH000048400,"NAKHON SAWAN, TH",70,24,5,7.234567901,33
1576,2018/4/25,TH000048400,"NAKHON SAWAN, TH",66,18,6,7.234567901,32.8
1577,2018/4/26,TH000048400,"NAKHON SAWAN, TH",61,25,5,0.8,29
1578,2018/4/27,TH000048400,"NAKHON SAWAN, TH",41,12,5,0,29
1579,2018/4/28,TH000048400,"NAKHON SAWAN, TH",31,14,5,5.8,25.1
1580,2018/4/29,TH000048400,"NAKHON SAWAN, TH",27,11,5,0,28.1
1581,2018/4/30,TH000048400,"NAKHON SAWAN, TH",35,12,4,3.6,27.3
1582,2018/5/1,TH000048400,"NAKHON SAWAN, TH",30,16,5,2.5,28.4
